대학ID,학년도,학과명,계열,모집인원,지원자,입학자
142,2025,유아교육과,교육계열,22,397,20
142,2025,윤리교육과,교육계열,12,86,11
142,2025,일본지역문화학과,인문계열,34,366,33
142,2025,일어교육과,교육계열,17,114,16
142,2025,임베디드시스템공학과,공학계열,39,502,37
142,2025,자유전공학부(인문),무전공,87,1237,87
142,2025,자유전공학부(자연),무전공,129,1555,129
142,2025,전기공학과,공학계열,72,472,71
142,2025,전자공학부,공학계열,109,852,106
142,2025,정보통신공학과,공학계열,77,948,74
142,2025,정치외교학과,사회계열,31,572,30
142,2025,중어중국학과,인문계열,53,515,51
142,2025,창의인재개발학과,사회계열,30,271,29
142,2025,체육교육과,교육계열,16,145,16
142,2025,컴퓨터공학부,공학계열,108,841,107
142,2025,패션산업학과,자연계열,39,710,38
142,2025,한국화전공,예체능계열,14,93,14
142,2025,해양학과,공학계열,31,319,30
142,2025,행정학과,사회계열,34,394,32
142,2025,화학과,자연계열,46,374,44
142,2025,환경공학전공,자연계열,28,352,26
142,2025,IBE전공,사회계열,24,51,24
142,2026,건설환경공학전공,공학계열,54,649,52
142,2026,경영학부,사회계열,99,954,97
142,2026,경제학과,사회계열,71,570,71
142,2026,공연예술학과,예체능계열,33,1690,31
142,2026,국어교육과,교육계열,17,158,17
142,2026,국어국문학과,인문계열,32,379,31
142,2026,기계공학과,공학계열,118,1291,115
142,2026,나노바이오공학전공,자연계열,27,188,26
142,2026,데이터과학과,자연계열,24,191,23
142,2026,도시건축학부,공학계열,83,1235,80
142,2026,도시공학과,공학계열,37,391,35
142,2026,도시행정학과,사회계열,30,374,29
142,2026,독어독문학과,인문계열,34,350,32
142,2026,동북아국제통상전공,사회계열,38,279,38
142,2026,디자인학부,예체능계열,57,367,57
142,2026,문헌정보학과,인문계열,30,285,29
142,2026,물리학과,자연계열,46,358,44
142,2026,미디어커뮤니케이션학과,사회계열,35,432,34
142,2026,바이오-로봇시스템공학과,공학계열,41,754,40
142,2026,법학부,사회계열,58,440,55
142,2026,분자의생명전공,자연계열,28,199,25
142,2026,불어불문학과,인문계열,34,280,32
142,2026,사회복지학과,사회계열,33,364,32
142,2026,산업경영공학과,공학계열,65,758,63
142,2026,생명공학전공,자연계열,32,285,32
142,2026,생명과학전공,자연계열,28,219,28
142,2026,서양화전공,예체능계열,15,176,15
142,2026,세무회계학과,사회계열,32,749,30
142,2026,소비자학과,자연계열,39,328,38
142,2026,수학과,자연계열,37,321,36
142,2026,수학교육과,교육계열,19,159,19
142,2026,스마트물류공학전공,사회계열,10,77,10
142,2026,스포츠과학부,예체능계열,67,692,66
142,2026,신소재공학과,공학계열,39,286,36
142,2026,안전공학과,공학계열,39,306,39
142,2026,에너지화학공학과,공학계열,41,319,39
142,2026,역사교육과,교육계열,12,114,12
142,2026,영어교육과,교육계열,17,433,17
142,2026,영어영문학과,인문계열,51,430,51
142,2026,운동건강학부,예체능계열,55,539,55
142,2026,유아교육과,교육계열,22,568,21
142,2026,윤리교육과,교육계열,12,118,11
142,2026,일본지역문화학과,인문계열,35,316,33
142,2026,일어교육과,교육계열,17,268,16
142,2026,임베디드시스템공학과,공학계열,39,297,38
142,2026,자유전공학부(인문),무전공,87,684,87
142,2026,자유전공학부(자연),무전공,129,1087,128
142,2026,전기공학과,공학계열,72,438,70
142,2026,전자공학부,공학계열,108,677,106
142,2026,정보통신공학과,공학계열,77,798,76
142,2026,정치외교학과,사회계열,34,656,33
142,2026,중어중국학과,인문계열,53,490,51
142,2026,창의인재개발학과,사회계열,30,259,29
142,2026,체육교육과,교육계열,16,215,16
142,2026,컴퓨터공학부,공학계열,108,909,108
142,2026,패션산업학과,자연계열,41,415,40
142,2026,한국화전공,예체능계열,14,104,14
142,2026,해양학과,공학계열,31,282,31
142,2026,행정학과,사회계열,34,336,33
142,2026,화학과,자연계열,46,503,45
142,2026,환경공학전공,자연계열,28,335,27
142,2026,Global Trade & Service학부,사회계열,108,908,106
142,2026,IBE전공,사회계열,11,26,11
143,2024,간호학과,의약계열,97,1386,100
143,2024,건축학부,공학계열,91,1308,91
143,2024,경영학과,사회계열,179,2516,179
143,2024,경제학과,사회계열,75,833,74
143,2024,고분자공학과,공학계열,52,576,52
143,2024,공간정보공학과,자연계열,44,582,44
143,2024,교육학과,교육계열,29,256,29
143,2024,국어교육과,교육계열,30,337,30
143,2024,국제통상학과,사회계열,85,1008,85
143,2024,글로벌금융학과,사회계열,45,615,44
143,2024,금융투자학과,사회계열,41,224,41
143,2024,기계공학과,공학계열,168,1925,168
143,2024,기타모집단위,인문계열,1,0,0
143,2024,데이터사이언스학과,공학계열,54,603,55
143,2024,디자인융합학과,예체능계열,42,1016,42
143,2024,디자인테크놀로지학과,예체능계열,40,420,40
143,2024,메카트로닉스공학과,공학계열,42,304,41
143,2024,문화콘텐츠문화경영학과,인문계열,78,1118,78
143,2024,물리학과,자연계열,45,494,45
143,2024,미디어커뮤니케이션학과,사회계열,66,973,65
143,2024,반도체산업융합학과,공학계열,30,157,30
143,2024,반도체시스템공학과,공학계열,40,525,40
143,2024,사학과,인문계열,33,401,33
143,2024,사회교육과,교육계열,29,395,29
143,2024,사회복지학과,사회계열,33,392,32
143,2024,사회인프라공학과,공학계열,73,830,73
143,2024,산업경영공학과,공학계열,57,666,57
143,2024,산업경영학과,사회계열,44,317,44
143,2024,생명공학과,자연계열,54,904,54
143,2024,생명과학과,자연계열,38,753,38
143,2024,소비자학과,자연계열,28,510,28
143,2024,소프트웨어융합공학과,공학계열,43,338,43
143,2024,수학과,자연계열,38,574,39
143,2024,수학교육과,교육계열,29,338,29
143,2024,스마트모빌리티공학과,공학계열,44,607,45
143,2024,스포츠과학과,예체능계열,61,638,61
143,2024,식품영양학과,자연계열,48,661,48
143,2024,신소재공학과,공학계열,116,1313,115
143,2024,아동심리학과,사회계열,32,290,31
143,2024,아태물류학부,사회계열,85,732,85
143,2024,에너지자원공학과,공학계열,27,315,27
143,2024,연극영화학과,예체능계열,29,1059,29
143,2024,영어교육과,교육계열,29,208,29
143,2024,영어영문학과,인문계열,62,658,62
143,2024,의류디자인학과,예체능계열,48,1126,48
143,2024,의예과,의약계열,52,6322,52
143,2024,인공지능공학과,공학계열,54,605,53
143,2024,일본언어문화학과,인문계열,50,808,50
143,2024,자유전공학부,인문계열,70,291,70
143,2024,전기공학과,공학계열,90,1034,90
143,2024,전자공학과,공학계열,94,1116,94
143,2024,정보통신공학과,공학계열,108,1195,108
143,2024,정치외교학과,사회계열,55,1067,55
143,2024,조선해양공학과,공학계열,67,697,67
143,2024,조형예술학과,예체능계열,27,270,27
143,2024,중국학과,인문계열,55,618,55
143,2024,철학과,인문계열,31,353,31
143,2024,체육교육과,교육계열,42,385,42
143,2024,컴퓨터공학과,공학계열,174,2258,173
143,2024,통계학과,자연계열,38,406,37
143,2024,프랑스언어문화학과,인문계열,34,535,34
143,2024,한국어문학과,인문계열,44,461,44
143,2024,항공우주공학과,공학계열,72,928,72
143,2024,해양과학과,공학계열,40,543,40
143,2024,행정학과,사회계열,71,1030,71
143,2024,화학공학과,공학계열,122,1231,122
143,2024,화학과,자연계열,54,716,54
143,2024,환경공학과,자연계열,51,753,49
143,2024,IBT학과,사회계열,25,44,25
143,2024,ISE학과,공학계열,20,36,20
143,2024,KLC학과,인문계열,3,3,3
143,2025,간호학과,의약계열,117,1463,119
143,2025,건축학부,공학계열,84,1083,84
143,2025,경영융합학부,사회계열,44,219,44
143,2025,경영학과,사회계열,125,1992,131
143,2025,경제학과,사회계열,57,746,61
143,2025,고분자공학과,공학계열,40,459,40
143,2025,공간정보공학과,자연계열,42,508,42
143,2025,공학융합학부,공학계열,131,563,130
143,2025,교육학과,교육계열,29,209,29
143,2025,국어교육과,교육계열,30,329,30
143,2025,국제통상학과,사회계열,65,797,66
143,2025,금융투자학과,사회계열,41,252,41
143,2025,기계공학과,공학계열,124,1637,126
143,2025,기타모집단위,인문계열,72,0,0
143,2025,데이터사이언스학과,공학계열,52,561,55
143,2025,디자인융합학과,예체능계열,39,1165,39
143,2025,디자인테크놀로지학과,예체능계열,40,386,40
143,2025,메카트로닉스공학과,공학계열,42,291,42
143,2025,문화콘텐츠문화경영학과,인문계열,61,878,63
143,2025,물리학과,자연계열,36,478,36
143,2025,미디어커뮤니케이션학과,사회계열,47,736,50
143,2025,반도체산업융합학과,공학계열,30,163,30
143,2025,반도체시스템공학과,공학계열,82,1154,82
143,2025,사학과,인문계열,27,369,27
143,2025,사회과학융합학부,사회계열,41,186,41
143,2025,사회교육과,교육계열,29,351,29
143,2025,사회복지학과,사회계열,25,318,27
143,2025,사회인프라공학과,공학계열,60,744,60
143,2025,산업경영공학과,공학계열,44,510,44
143,2025,산업경영학과,사회계열,44,296,44
143,2025,생명공학과,자연계열,50,736,51
143,2025,생명과학과,자연계열,37,803,37
143,2025,소비자학과,자연계열,25,270,25
143,2025,소프트웨어융합공학과,공학계열,43,265,43
143,2025,수학과,자연계열,30,372,30
143,2025,수학교육과,교육계열,29,303,29
143,2025,스마트모빌리티공학과,공학계열,42,487,43
143,2025,스포츠과학과,예체능계열,61,601,61
143,2025,식품영양학과,자연계열,40,687,40
143,2025,신소재공학과,공학계열,86,1071,90
143,2025,아동심리학과,사회계열,24,311,25
143,2025,아태물류학부,사회계열,58,720,63
143,2025,에너지자원공학과,공학계열,25,290,25
143,2025,연극영화학과,예체능계열,29,1155,29
143,2025,영미유럽인문융합학부,인문계열,69,1115,69
143,2025,영어교육과,교육계열,29,248,29
143,2025,의류디자인학과,예체능계열,48,1359,48
143,2025,의예과,의약계열,122,4349,123
143,2025,이차전지융합학과,공학계열,40,409,40
143,2025,인공지능공학과,공학계열,83,1279,85
143,2025,인문융합학부,인문계열,33,137,32
143,2025,일본언어문화학과,인문계열,42,626,42
143,2025,자연과학융합학부,자연계열,40,176,40
143,2025,자유전공융합학부,무전공,270,1233,270
143,2025,전기전자공학부,공학계열,215,3028,224
143,2025,정치외교학과,사회계열,45,742,45
143,2025,조선해양공학과,공학계열,55,689,55
143,2025,조형예술학과,예체능계열,27,412,27
143,2025,중국학과,인문계열,49,699,49
143,2025,철학과,인문계열,26,367,26
143,2025,첨단바이오의약학과,자연계열,21,450,21
143,2025,체육교육과,교육계열,42,446,42
143,2025,컴퓨터공학과,공학계열,171,1725,177
143,2025,통계학과,자연계열,28,387,29
143,2025,파이낸스경영학과,사회계열,44,495,44
143,2025,한국어문학과,인문계열,37,428,37
143,2025,항공우주공학과,공학계열,54,776,56
143,2025,해양과학과,공학계열,33,402,33
143,2025,행정학과,사회계열,56,1335,56
143,2025,화학공학과,공학계열,91,1028,96
143,2025,화학과,자연계열,43,569,43
143,2025,환경공학과,자연계열,40,528,41
143,2025,IBT학과,사회계열,25,48,25
143,2025,ISE학과,공학계열,10,37,10
143,2025,KLC학과,인문계열,4,7,4
143,2026,간호학과,의약계열,118,1165,118
143,2026,건축학부,공학계열,80,1060,83
143,2026,경영융합학부,사회계열,45,182,45
143,2026,경영학과,사회계열,121,2108,127
143,2026,경제학과,사회계열,58,937,59
143,2026,고분자공학과,공학계열,40,408,40
143,2026,공간정보공학과,자연계열,35,415,35
143,2026,공학융합학부,공학계열,131,916,131
143,2026,교육학과,교육계열,29,500,29
143,2026,국어교육과,교육계열,30,235,30
143,2026,국제통상학과,사회계열,62,732,64
143,2026,금융투자학과,사회계열,40,200,40
143,2026,기계공학과,공학계열,120,1561,126
143,2026,기타모집단위,인문계열,71,0,0
143,2026,데이터사이언스학과,공학계열,56,637,57
143,2026,디자인융합학과,예체능계열,39,1110,39
143,2026,디자인테크놀로지학과,예체능계열,40,385,40
143,2026,메카트로닉스공학과,공학계열,40,200,38
143,2026,문화콘텐츠문화경영학과,인문계열,58,778,60
143,2026,물리학과,자연계열,36,399,36
143,2026,미디어커뮤니케이션학과,사회계열,44,717,45
143,2026,바이오식품공학과,자연계열,24,343,24
143,2026,반도체산업융합학과,공학계열,29,118,29
143,2026,반도체시스템공학과,공학계열,83,787,87
143,2026,사학과,인문계열,27,398,27
143,2026,사회과학융합학부,사회계열,42,181,42
143,2026,사회교육과,교육계열,29,283,29
143,2026,사회복지학과,사회계열,24,359,25
143,2026,사회인프라공학과,공학계열,60,712,60
143,2026,산업경영공학과,공학계열,44,512,44
143,2026,산업경영학과,사회계열,42,250,42
143,2026,생명공학과,자연계열,52,541,53
143,2026,생명과학과,자연계열,37,817,38
143,2026,소비자학과,자연계열,24,270,25
143,2026,소프트웨어융합공학과,공학계열,41,197,41
143,2026,수학과,자연계열,30,370,30
143,2026,수학교육과,교육계열,29,262,29
143,2026,스마트모빌리티공학과,공학계열,46,638,46
143,2026,스포츠과학과,예체능계열,61,616,61
143,2026,식품영양학과,자연계열,24,432,24
143,2026,신소재공학과,공학계열,91,990,94
143,2026,아동심리학과,사회계열,25,248,25
143,2026,아태물류학부,사회계열,59,673,63
143,2026,에너지자원공학과,공학계열,25,282,25
143,2026,연극영화학과,예체능계열,29,1248,29
143,2026,영미유럽인문융합학부,인문계열,66,1397,66
143,2026,영어교육과,교육계열,29,235,29
143,2026,의류디자인학과,예체능계열,48,881,48
143,2026,의예과,의약계열,52,2996,52
143,2026,이차전지융합학과,공학계열,40,804,40
143,2026,인공지능공학과,공학계열,103,1069,103
143,2026,인문융합학부,인문계열,34,129,34
143,2026,일본언어문화학과,인문계열,44,707,44
143,2026,자연과학융합학부,자연계열,36,303,36
143,2026,자유전공융합학부,무전공,278,1535,278
143,2026,전기전자공학부,공학계열,209,2403,223
143,2026,정치외교학과,사회계열,44,894,44
143,2026,조선해양공학과,공학계열,55,685,55
143,2026,조형예술학과,예체능계열,27,305,27
143,2026,중국학과,인문계열,45,546,45
143,2026,철학과,인문계열,26,343,26
143,2026,첨단바이오의약학과,자연계열,23,275,23
143,2026,체육교육과,교육계열,42,348,42
143,2026,컴퓨터공학과,공학계열,170,1329,173
143,2026,통계학과,자연계열,28,349,28
143,2026,파이낸스경영학과,사회계열,45,471,45
143,2026,한국어문학과,인문계열,38,443,39
143,2026,항공우주공학과,공학계열,59,884,63
143,2026,해양과학과,공학계열,33,345,33
143,2026,행정학과,사회계열,56,813,56
143,2026,화학공학과,공학계열,89,808,94
143,2026,화학과,자연계열,43,519,43
143,2026,환경공학과,자연계열,39,543,40
143,2026,IBT학과,사회계열,31,68,31
143,2026,ISE학과,공학계열,21,37,21
143,2026,KLC학과,인문계열,6,6,6
144,2024,교회음악학과,예체능계열,57,90,47
144,2024,기독교교육과,교육계열,58,162,55
144,2024,신학과,인문계열,58,171,54
144,2025,교회음악학과,예체능계열,50,103,52
144,2025,기독교교육과,교육계열,50,199,53
144,2025,신학과,인문계열,50,236,54
144,2026,교회음악학과,예체능계열,53,110,47
144,2026,기독교교육과,교육계열,55,180,50
144,2026,신학과,인문계열,42,166,38
144,2026,자유전공,무전공,28,78,24
145,2024,가정교육과,교육계열,17,120,17
145,2024,간호학과,의약계열,88,545,88
145,2024,건축디자인학과,예체능계열,24,157,24
145,2024,건축학부,공학계열,52,374,52
145,2024,경영학부,사회계열,224,1214,226
145,2024,경제학부,사회계열,105,651,105
145,2024,고분자융합소재공학부,공학계열,62,493,62
145,2024,교육학과,교육계열,16,99,16
145,2024,국악학과,예체능계열,25,94,24
145,2024,국어교육과,교육계열,27,132,27
145,2024,국어국문학과,인문계열,54,271,54
145,2024,국제학부,사회계열,66,288,65
145,2024,글로벌비즈니스학부,사회계열,34,132,33
145,2024,기계공학부,공학계열,141,715,142
145,2024,기계설계공학과,공학계열,19,76,19
145,2024,기계시스템공학과,공학계열,18,107,17
145,2024,기계IT융합공학과,공학계열,30,26,11
145,2024,기관시스템공학과,공학계열,22,80,18
145,2024,기타모집단위,인문계열,54,0,0
145,2024,냉동공조공학과,공학계열,23,91,21
145,2024,농생명화학과,자연계열,27,191,27
145,2024,농업경제학과,사회계열,30,161,30
145,2024,독일언어문학과,인문계열,38,269,38
145,2024,동물자원학부,자연계열,59,434,59
145,2024,디자인학과,예체능계열,30,222,30
145,2024,메카트로닉스공학과,공학계열,17,87,16
145,2024,문헌정보학과,인문계열,25,150,25
145,2024,문화관광경영학과,사회계열,44,139,42
145,2024,문화인류고고학과,인문계열,25,160,25
145,2024,문화콘텐츠학부,인문계열,65,253,65
145,2024,물류교통학과,사회계열,36,104,36
145,2024,물리교육과,교육계열,20,89,20
145,2024,물리학과,자연계열,45,270,45
145,2024,미디어커뮤니케이션학과,사회계열,27,234,27
145,2024,미술학과,예체능계열,55,303,55
145,2024,바이오에너지공학과,공학계열,28,168,28
145,2024,분자생명공학과,자연계열,28,157,28
145,2024,불어불문학과,인문계열,39,257,39
145,2024,빅데이터융합학과,자연계열,41,304,41
145,2024,사학과,인문계열,32,257,32
145,2024,사회학과,사회계열,24,155,24
145,2024,산림자원학과,자연계열,29,229,29
145,2024,산업공학과,공학계열,45,296,45
145,2024,산업기술융합공학과,공학계열,48,26,10
145,2024,생명과학기술학부,자연계열,54,263,55
145,2024,생물공학과,자연계열,32,230,32
145,2024,생물교육과,교육계열,20,102,20
145,2024,생물학과,자연계열,30,205,30
145,2024,생활복지학과,자연계열,45,284,45
145,2024,석유화학소재공학과,공학계열,41,129,41
145,2024,수산생명의학과,자연계열,29,196,29
145,2024,수산해양산업관광레저융합학과,자연계열,20,8,8
145,2024,수의예과,자연계열,52,1227,52
145,2024,수학과,자연계열,42,284,42
145,2024,수학교육과,교육계열,25,115,25
145,2024,스마트수산자원관리학과,자연계열,42,151,40
145,2024,스마트융합공정공학과,공학계열,30,40,14
145,2024,스마트전기제어공학과,공학계열,24,41,16
145,2024,식품공학과,자연계열,28,183,28
145,2024,식품영양과학부,자연계열,58,339,58
145,2024,신소재공학부,공학계열,73,393,73
145,2024,심리학과,인문계열,25,201,25
145,2024,약학부,의약계열,65,621,65
145,2024,양식생물학과,자연계열,25,86,24
145,2024,에너지자원공학과,공학계열,32,182,32
145,2024,역사교육과,교육계열,19,113,19
145,2024,영어교육과,교육계열,27,155,27
145,2024,영어영문학과,인문계열,46,267,46
145,2024,원예생명공학과,자연계열,28,345,28
145,2024,유아교육과,교육계열,16,85,16
145,2024,윤리교육과,교육계열,15,100,15
145,2024,융합바이오시스템기계공학과,공학계열,37,263,37
145,2024,융합생명공학과,자연계열,20,95,18
145,2024,음악교육과,교육계열,20,92,20
145,2024,음악학과,예체능계열,59,179,59
145,2024,응용생물학과,자연계열,29,331,29
145,2024,응용식물학과,자연계열,29,212,28
145,2024,의류학과,자연계열,40,235,40
145,2024,의예과,의약계열,127,711,128
145,2024,인공지능학부,공학계열,138,695,137
145,2024,일어일문학과,인문계열,44,318,44
145,2024,임산공학과,자연계열,26,221,26
145,2024,자율전공학부(4년),인문계열,54,481,54
145,2024,전기공학과,공학계열,48,410,49
145,2024,전기컴퓨터공학부,공학계열,52,268,52
145,2024,전자컴퓨터공학부,공학계열,211,1315,210
145,2024,전자통신공학과,공학계열,24,83,23
145,2024,정치외교학과,사회계열,32,185,32
145,2024,조경학과,공학계열,29,204,29
145,2024,조선해양공학과,공학계열,24,86,20
145,2024,중어중문학과,인문계열,47,290,47
145,2024,지구과학교육과,교육계열,20,108,20
145,2024,지구환경과학부,자연계열,60,431,60
145,2024,지능형모빌리티융합학과,공학계열,63,300,63
145,2024,지리교육과,교육계열,19,148,19
145,2024,지리학과,자연계열,25,231,24
145,2024,지역 ? 바이오시스템공학과,자연계열,24,157,24
145,2024,창의융합학부,인문계열,35,299,35
145,2024,철학과,인문계열,31,255,31
145,2024,체육교육과,교육계열,23,130,23
145,2024,토목공학과,공학계열,36,307,36
145,2024,통계학과,자연계열,22,108,22
145,2024,특수교육학부,교육계열,45,236,45
145,2024,해양경찰학과,사회계열,34,237,32
145,2024,해양바이오식품학과,자연계열,21,86,19
145,2024,해양생산관리학과,자연계열,23,74,22
145,2024,해양융합과학과,자연계열,26,86,24
145,2024,행정학과,사회계열,53,511,53
145,2024,헬스케어메디컬공학부,의약계열,51,169,48
145,2024,화공생명공학과,공학계열,22,99,20
145,2024,화학공학부,공학계열,143,831,142
145,2024,화학과,자연계열,43,229,43
145,2024,화학교육과,교육계열,20,156,20
145,2024,환경시스템공학과,자연계열,28,127,26
145,2024,환경에너지공학과,공학계열,37,207,37
145,2025,가정교육과,교육계열,16,110,16
145,2025,간호학과,의약계열,88,603,88
145,2025,건축디자인학과,예체능계열,23,131,23
145,2025,건축학부,공학계열,50,570,50
145,2025,경영학부,사회계열,219,1855,216
145,2025,경제학부,사회계열,103,686,103
145,2025,고분자융합소재공학부,공학계열,61,384,61
145,2025,공학계열,공학계열,222,788,220
145,2025,교육학과,교육계열,16,150,16
145,2025,국악학과,예체능계열,25,91,24
145,2025,국어교육과,교육계열,28,200,28
145,2025,국어국문학과,인문계열,51,569,50
145,2025,국제학부,사회계열,62,282,61
145,2025,글로벌비즈니스학부,사회계열,35,142,35
145,2025,기계공학부,공학계열,141,961,140
145,2025,기관시스템공학과,공학계열,21,84,21
145,2025,기타모집단위,인문계열,19,0,0
145,2025,농생명화학과,자연계열,26,182,26
145,2025,농업경제학과,사회계열,29,272,28
145,2025,독일언어문학과,인문계열,37,281,37
145,2025,동물자원학부,자연계열,58,410,58
145,2025,디자인학과,예체능계열,31,205,31
145,2025,문헌정보학과,인문계열,25,201,25
145,2025,문화관광경영학과,사회계열,22,126,22
145,2025,문화인류고고학과,인문계열,24,181,24
145,2025,문화콘텐츠학부,인문계열,65,259,65
145,2025,물류교통학과,사회계열,33,116,32
145,2025,물리교육과,교육계열,20,107,20
145,2025,물리학과,자연계열,44,384,44
145,2025,미디어커뮤니케이션학과,사회계열,25,179,25
145,2025,미래모빌리티학과,공학계열,63,482,62
145,2025,미술학과,예체능계열,55,291,55
145,2025,바이오에너지공학과,공학계열,27,315,27
145,2025,분자생명공학과,자연계열,27,178,27
145,2025,불어불문학과,인문계열,37,269,37
145,2025,빅데이터융합학과,자연계열,63,573,63
145,2025,사학과,인문계열,31,193,31
145,2025,사회학과,사회계열,24,211,24
145,2025,산림자원학과,자연계열,26,186,26
145,2025,산업공학과,공학계열,45,250,45
145,2025,산업기술융합공학과,공학계열,48,25,12
145,2025,생명과학기술학부,자연계열,53,342,54
145,2025,생물공학과,자연계열,32,193,32
145,2025,생물교육과,교육계열,20,146,20
145,2025,생물학과,자연계열,29,177,30
145,2025,생활복지학과,자연계열,45,254,45
145,2025,석유화학소재공학과,공학계열,41,153,41
145,2025,수산생명의학과,자연계열,28,177,28
145,2025,수산해양산업관광레저융합학과,자연계열,20,6,6
145,2025,수의예과,자연계열,52,684,52
145,2025,수학과,자연계열,41,271,41
145,2025,수학교육과,교육계열,25,138,25
145,2025,스마트수산자원관리학과,자연계열,42,198,41
145,2025,스마트응용설계공학과,공학계열,20,28,11
145,2025,스마트전기제어공학과,공학계열,25,46,14
145,2025,스마트ICT융합공학과,공학계열,25,38,12
145,2025,식품공학과,자연계열,27,190,27
145,2025,식품영양과학부,자연계열,59,488,59
145,2025,신소재공학부,공학계열,71,357,71
145,2025,심리학과,인문계열,24,198,24
145,2025,약학부,의약계열,65,718,65
145,2025,에너지자원공학과,공학계열,31,204,31
145,2025,역사교육과,교육계열,19,160,19
145,2025,영어교육과,교육계열,26,212,26
145,2025,영어영문학과,인문계열,49,298,49
145,2025,원예생명공학과,자연계열,27,525,27
145,2025,유아교육과,교육계열,16,160,16
145,2025,윤리교육과,교육계열,15,99,15
145,2025,융합바이오시스템기계공학과,공학계열,37,288,37
145,2025,음악교육과,교육계열,20,81,20
145,2025,음악학과,예체능계열,60,158,60
145,2025,응용생물학과,자연계열,28,213,28
145,2025,응용식물학과,자연계열,28,204,27
145,2025,의공학부,의약계열,51,178,50
145,2025,의류학과,자연계열,40,218,40
145,2025,의학과,의약계열,165,1271,165
145,2025,인공지능학부,공학계열,137,825,136
145,2025,일어일문학과,인문계열,42,306,42
145,2025,임산공학과,자연계열,25,197,25
145,2025,자율전공학부(1년),무전공,59,612,59
145,2025,자율전공학부(4년),무전공,54,461,54
145,2025,전기공학과,공학계열,46,306,46
145,2025,전자컴퓨터공학부,공학계열,209,1079,208
145,2025,정치외교학과,사회계열,32,306,34
145,2025,조경학과,공학계열,30,288,30
145,2025,조선해양공학과,공학계열,23,111,23
145,2025,중어중문학과,인문계열,45,453,45
145,2025,지구과학교육과,교육계열,20,140,20
145,2025,지구환경과학부,자연계열,59,454,59
145,2025,지리교육과,교육계열,19,148,19
145,2025,지리학과,자연계열,24,186,23
145,2025,지역 ? 바이오시스템공학과,자연계열,23,188,23
145,2025,창의융합학부,무전공,56,395,56
145,2025,철학과,인문계열,30,209,30
145,2025,체육교육과,교육계열,23,90,23
145,2025,토목공학과,공학계열,35,298,36
145,2025,통계학과,자연계열,20,111,20
145,2025,특수교육학부,교육계열,45,269,45
145,2025,해양수산광역,자연계열,129,420,123
145,2025,행정학과,사회계열,51,404,51
145,2025,화학공학부,공학계열,140,649,140
145,2025,화학과,자연계열,42,235,42
145,2025,화학교육과,교육계열,20,116,20
145,2025,환경에너지공학과,공학계열,36,352,36
145,2026,가정교육과,교육계열,16,166,16
145,2026,간호학과,의약계열,90,763,90
145,2026,건축디자인학과,예체능계열,23,153,23
145,2026,건축학부,공학계열,50,383,49
145,2026,경영학부,사회계열,222,1444,220
145,2026,경제학부,사회계열,108,931,106
145,2026,고분자융합소재공학부,공학계열,61,284,61
145,2026,공학계열,공학계열,222,1094,222
145,2026,교육학과,교육계열,16,125,16
145,2026,국악학과,예체능계열,26,85,26
145,2026,국어교육과,교육계열,28,194,27
145,2026,국어국문학과,인문계열,51,422,51
145,2026,국제학부(영어학전공),인문계열,21,111,21
145,2026,국제학부(일본학전공),인문계열,22,172,22
145,2026,국제학부(중국학전공),인문계열,23,200,23
145,2026,글로벌비즈니스학부,사회계열,35,232,34
145,2026,기계공학부,공학계열,140,725,140
145,2026,기관시스템공학과,공학계열,21,123,21
145,2026,기타모집단위,인문계열,16,0,0
145,2026,농생명화학과,자연계열,26,169,26
145,2026,농업경제학과,사회계열,30,271,30
145,2026,독일언어문학과,인문계열,37,354,37
145,2026,동물자원학부,자연계열,58,407,57
145,2026,디자인학과,예체능계열,31,198,31
145,2026,디지털융합정보학과,공학계열,20,19,5
145,2026,문헌정보학과,인문계열,24,213,24
145,2026,문화관광경영학과,사회계열,25,183,25
145,2026,문화인류고고학과,인문계열,24,261,24
145,2026,문화콘텐츠학부,인문계열,64,439,63
145,2026,물류교통학과,사회계열,35,149,35
145,2026,물리교육과,교육계열,20,116,20
145,2026,물리학과,자연계열,44,509,44
145,2026,미디어커뮤니케이션학과,사회계열,25,211,25
145,2026,미래모빌리티학과,공학계열,63,373,63
145,2026,미술학과,예체능계열,55,317,55
145,2026,바이오에너지공학과,공학계열,27,239,27
145,2026,분자생명공학과,자연계열,28,156,27
145,2026,불어불문학과,인문계열,37,329,37
145,2026,빅데이터융합학과,자연계열,62,472,62
145,2026,사학과,인문계열,32,301,32
145,2026,사회학과,사회계열,23,167,23
145,2026,산림자원학과,자연계열,27,218,27
145,2026,산업공학과,공학계열,44,283,44
145,2026,산업기술융합공학과,공학계열,16,50,14
145,2026,생명과학기술학부,자연계열,52,371,52
145,2026,생물공학과,자연계열,31,343,30
145,2026,생물교육과,교육계열,20,240,20
145,2026,생물학과,자연계열,31,316,31
145,2026,생활복지학과,자연계열,43,297,43
145,2026,석유화학소재공학과,공학계열,41,196,41
145,2026,수산생명의학과,자연계열,28,217,28
145,2026,수산해양산업관광레저융합학과,자연계열,20,3,3
145,2026,수의예과,자연계열,52,578,52
145,2026,수학과,자연계열,41,255,41
145,2026,수학교육과,교육계열,25,157,25
145,2026,스마트수산자원관리학과,자연계열,42,190,41
145,2026,스마트응용설계공학과,공학계열,20,19,4
